,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words,not_in_vocab_words_count
2299,is this right now,0.0,0.0,0.0,0.0,0.0,0.0,is this right now,"[('be', 'AUX'), ('this', 'DET'), ('right', 'ADV'), ('now', 'ADV')]","{'AUX': 1, 'DET': 1, 'ADV': 2}",right now,ADV,1.0,right,0,0,,0
2300,Nogla,0.0,0.0,0.0,0.0,0.0,0.0,Nogla,"[('Nogla', 'PROPN')]",{'PROPN': 1},nogla,PROPN,1.0,Nogla,0,0,nogla,1
2301,not nogla,0.0,0.0,0.0,0.0,0.0,0.0,not nogla,"[('not', 'PART'), ('nogla', 'ADV')]","{'PART': 1, 'ADV': 1}",not nogla,ADV,1.0,nogla,0,0,nogla,1
2302,what server,0.0,0.0,0.0,0.0,0.0,0.0,what server,"[('what', 'DET'), ('server', 'NOUN')]","{'DET': 1, 'NOUN': 1}",server,NOUN,1.0,server,0,0,,0
2303,did he rage quit on Mario yesterday?,0.0,0.0,0.0,0.0,0.0,0.0,did he rage quit on Mario yesterday?,"[('do', 'AUX'), ('he', 'PRON'), ('rage', 'VERB'), ('quit', 'VERB'), ('on', 'ADP'), ('Mario', 'PROPN'), ('yesterday', 'NOUN'), ('?', 'PUNCT')]","{'AUX': 1, 'PRON': 1, 'VERB': 2, 'ADP': 1, 'PROPN': 1, 'NOUN': 1, 'PUNCT': 1}",rage quit mario yesterday,VERB VERB PROPN NOUN,1.0,rage quit Mario yesterday,0,1,,0
2304,idk man blue kinda sussss,0.0,0.0,0.0,0.0,0.0,0.0,idk man blue kind of sussss,"[('idk', 'PROPN'), ('man', 'NOUN'), ('blue', 'ADJ'), ('kind', 'NOUN'), ('of', 'ADP'), ('sussss', 'NOUN')]","{'PROPN': 1, 'NOUN': 3, 'ADJ': 1, 'ADP': 1}",idk man blue kinda sussss,PROPN NOUN ADJ NOUN NOUN,1.0,idk man blue kind sus,0,0,idk,1
2305,Tell nogla to do to bed,0.0,0.0,0.0,0.0,0.0,0.0,Tell nogla to do to bed,"[('tell', 'VERB'), ('nogla', 'PROPN'), ('to', 'PART'), ('do', 'VERB'), ('to', 'ADP'), ('bed', 'NOUN')]","{'VERB': 2, 'PROPN': 1, 'PART': 1, 'ADP': 1, 'NOUN': 1}",tell nogla to do bed,VERB PROPN NOUN,1.0,tell nogla bed,0,0,nogla,1
2306,yay Noah isnt dead 😆,0.0,0.0,0.0,0.0,0.0,0.0,yay Noah is not dead 😆,"[('yay', 'PROPN'), ('Noah', 'PROPN'), ('be', 'AUX'), ('not', 'PART'), ('dead', 'ADJ'), ('😆', 'EMOJI')]","{'PROPN': 2, 'AUX': 1, 'PART': 1, 'ADJ': 1, 'EMOJI': 1}",yay noah nt dead 😆,PROPN PROPN ADJ EMOJI,1.0,yay Noah dead,0,0,,0
2307,I love youu,0.0,0.0,0.0,0.0,0.0,0.0,I love youu,"[('I', 'PRON'), ('love', 'VERB'), ('youu', 'NOUN')]","{'PRON': 1, 'VERB': 1, 'NOUN': 1}",love youu,PRON VERB NOUN,1.0,love youu,1,0,youu,1
2308,That would be funny though,0.0,0.0,0.0,0.0,0.0,0.0,That would be funny though,"[('that', 'DET'), ('would', 'AUX'), ('be', 'VERB'), ('funny', 'ADJ'), ('though', 'ADV')]","{'DET': 1, 'AUX': 1, 'VERB': 1, 'ADJ': 1, 'ADV': 1}",be funny though,ADJ ADV,1.0,would funny though,0,0,,0
2309,#SaveNoah,0.0,0.0,0.0,0.0,0.0,0.0,#SaveNoah,"[('#', 'SYM'), ('SaveNoah', 'PROPN')]","{'SYM': 1, 'PROPN': 1}",savenoah,PROPN,1.0,SaveNoah,0,1,savenoah,1
2310,stop saying who it is,0.0,0.0,0.0,0.0,0.0,0.0,stop saying who it is,"[('stop', 'VERB'), ('say', 'VERB'), ('who', 'PRON'), ('it', 'PRON'), ('be', 'AUX')]","{'VERB': 2, 'PRON': 2, 'AUX': 1}",stop say,VERB VERB,1.0,stop say,0,0,,0
2311,definitely mau,0.0,0.0,0.0,0.0,0.0,0.0,definitely mau,"[('definitely', 'ADV'), ('mau', 'NOUN')]","{'ADV': 1, 'NOUN': 1}",definitely mau,ADV NOUN,1.0,definitely mau,0,0,mau,1
2312,hello,0.0,0.0,0.0,0.0,0.0,0.0,hello,"[('hello', 'INTJ')]",{'INTJ': 1},hello,INTJ,1.0,hello,0,0,,0
2313,Omg i forgot this wa slive AHAHAHA,0.0,0.0,0.0,0.0,0.0,0.0,Omg i forgot this wa slive AHAHAHA,"[('omg', 'NOUN'), ('I', 'PRON'), ('forget', 'VERB'), ('this', 'DET'), ('wa', 'ADJ'), ('slive', 'ADJ'), ('ahahaha', 'NOUN')]","{'NOUN': 2, 'PRON': 1, 'VERB': 1, 'DET': 1, 'ADJ': 2}",omg forget wa slive ahahaha,NOUN PRON VERB ADJ ADJ NOUN,1.0,omg forget wa slive ahahaha,1,0,omg slive ahahaha,3
2314,Noah lives a round! Amazing!,0.0,0.0,0.0,0.0,0.0,0.0,Noah lives a round! Amazing!,"[('Noah', 'PROPN'), ('live', 'VERB'), ('a', 'DET'), ('round', 'NOUN'), ('!', 'PUNCT'), ('amazing', 'ADJ'), ('!', 'PUNCT')]","{'PROPN': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 2, 'ADJ': 1}",noah live round amazing,PROPN VERB NOUN ADJ,1.0,Noah live round amazing,0,2,,0
2315,"poor Noah, he just keeps on suffering thru out this whole stream 😞",0.0,0.0,0.0,0.0,0.0,0.0,"poor Noah, he just keeps on suffering thru out this whole stream 😞","[('poor', 'PROPN'), ('Noah', 'PROPN'), (',', 'PUNCT'), ('he', 'PRON'), ('just', 'ADV'), ('keep', 'VERB'), ('on', 'ADP'), ('suffer', 'VERB'), ('thru', 'ADP'), ('out', 'ADP'), ('this', 'DET'), ('whole', 'ADJ'), ('stream', 'NOUN'), ('😞', 'EMOJI')]","{'PROPN': 2, 'PUNCT': 1, 'PRON': 1, 'ADV': 1, 'VERB': 2, 'ADP': 3, 'DET': 1, 'ADJ': 1, 'NOUN': 1, 'EMOJI': 1}",poor noah just keep suffer whole stream 😞,PROPN PROPN VERB VERB ADP ADJ NOUN EMOJI,1.0,poor Noah keep suffer thru whole stream,0,1,,0
2316,i love your content briaaamn,0.0,0.0,0.0,0.0,0.0,0.0,i love your content briaaamn,"[('I', 'PRON'), ('love', 'VERB'), ('your', 'PRON'), ('content', 'NOUN'), ('briaaamn', 'ADJ')]","{'PRON': 2, 'VERB': 1, 'NOUN': 1, 'ADJ': 1}",love content briaaamn,PRON VERB NOUN ADJ,1.0,love content briaaamn,0,0,briaaamn,1
2317,Noah's alive it might be him 🤔 👁👃👁,0.0,0.0,0.0,0.0,0.0,0.0,Noah's alive it might be him 🤔 👁👃👁,"[('Noah', 'PROPN'), (""'s"", 'PART'), ('alive', 'ADJ'), ('it', 'PRON'), ('might', 'AUX'), ('be', 'VERB'), ('he', 'PRON'), ('🤔', 'EMOJI'), ('👁', 'EMOJI'), ('👃', 'EMOJI'), ('👁', 'EMOJI')]","{'PROPN': 1, 'PART': 1, 'ADJ': 1, 'PRON': 2, 'AUX': 1, 'VERB': 1, 'EMOJI': 4}",noahs alive be 🤔 👁 👃 👁,PROPN PART ADJ EMOJI EMOJI EMOJI EMOJI,1.0,Noah 's alive might,0,1,,0
2318,Skip,0.0,0.0,0.0,0.0,0.0,0.0,Skip,"[('skip', 'VERB')]",{'VERB': 1},skip,VERB,1.0,skip,0,0,,0
2319,Fuckin mau,0.0,0.0,0.0,0.0,0.0,1.0,Fuckin mau,"[('Fuckin', 'PROPN'), ('mau', 'NOUN')]","{'PROPN': 1, 'NOUN': 1}",fuckin mau,PROPN NOUN,0.0,Fuckin mau,0,0,fuckin mau,2
2320,Now Noah can die lol he lasted the first round,0.0,0.0,0.0,0.0,0.0,0.0,Now Noah can die lol he lasted the first round,"[('now', 'ADV'), ('Noah', 'PROPN'), ('can', 'AUX'), ('die', 'VERB'), ('lol', 'NOUN'), ('he', 'PRON'), ('last', 'VERB'), ('the', 'DET'), ('first', 'ADJ'), ('round', 'NOUN')]","{'ADV': 1, 'PROPN': 1, 'AUX': 1, 'VERB': 2, 'NOUN': 2, 'PRON': 1, 'DET': 1, 'ADJ': 1}",now noah die lol last first round,PROPN VERB NOUN VERB ADJ NOUN,1.0,Noah die lol last first round,0,0,,0
2321,i loveeeeeeeeeeeeeeeeeee ur vids terroriser,0.0,0.0,0.0,0.0,0.0,0.0,i loveeeeeeeeeeeeeeeeeee ur vids terroriser,"[('I', 'PRON'), ('loveeeeeeeeeeeeeeeeeee', 'VERB'), ('ur', 'PROPN'), ('vid', 'NOUN'), ('terroriser', 'ADV')]","{'PRON': 1, 'VERB': 1, 'PROPN': 1, 'NOUN': 1, 'ADV': 1}",loveeeeeeeeeeeeeeeeeee ur vid terroriser,PRON VERB PROPN NOUN ADV,1.0,loveeeeeeeeeeeeeeeeeee ur vid terroriser,0,0,loveeeeeeeeeeeeeeeeeee ur terroriser,3
2322,Don't spoil the imposter you chumps,0.0,0.0,0.0,0.0,0.0,0.0,do not spoil the imposter you chumps,"[('do', 'AUX'), ('not', 'PART'), ('spoil', 'VERB'), ('the', 'DET'), ('imposter', 'NOUN'), ('you', 'PRON'), ('chump', 'NOUN')]","{'AUX': 1, 'PART': 1, 'VERB': 1, 'DET': 1, 'NOUN': 2, 'PRON': 1}",not spoil imposter chump,VERB NOUN NOUN,1.0,spoil imposter chump,0,0,imposter chump,2
2323,Stop ruining the game,0.0,0.0,0.0,0.0,0.0,0.0,Stop ruining the game,"[('stop', 'VERB'), ('ruin', 'VERB'), ('the', 'DET'), ('game', 'NOUN')]","{'VERB': 2, 'DET': 1, 'NOUN': 1}",stop ruin game,VERB VERB NOUN,1.0,stop ruin game,0,0,,0
2324,NOGLA,0.0,0.0,0.0,0.0,0.0,0.0,NOGLA,"[('NOGLA', 'PROPN')]",{'PROPN': 1},nogla,PROPN,1.0,NOGLA,1,0,nogla,1
2325,hi guys hope you all are having a good night,0.0,0.0,0.0,0.0,0.0,0.0,hi guys hope you all are having a good night,"[('hi', 'INTJ'), ('guy', 'NOUN'), ('hope', 'VERB'), ('you', 'PRON'), ('all', 'DET'), ('be', 'AUX'), ('have', 'VERB'), ('a', 'DET'), ('good', 'ADJ'), ('night', 'NOUN')]","{'INTJ': 1, 'NOUN': 2, 'VERB': 2, 'PRON': 1, 'DET': 2, 'AUX': 1, 'ADJ': 1}",hi guy hope have good night,INTJ NOUN VERB ADJ NOUN,1.0,hi guy hope good night,0,0,,0
2326,mau,0.0,0.0,0.0,0.0,0.0,0.0,mau,"[('mau', 'PROPN')]",{'PROPN': 1},mau,PROPN,1.0,mau,0,0,mau,1
2327,It's not like we know who it is. I think it's Noah just because he is still alive.,0.0,0.0,0.0,0.0,0.0,0.0,it is not like we know who it is. I think it is Noah just because he is still alive.,"[('it', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('like', 'INTJ'), ('we', 'PRON'), ('know', 'VERB'), ('who', 'PRON'), ('it', 'PRON'), ('be', 'AUX'), ('.', 'PUNCT'), ('I', 'PRON'), ('think', 'VERB'), ('it', 'PRON'), ('be', 'AUX'), ('Noah', 'PROPN'), ('just', 'ADV'), ('because', 'SCONJ'), ('he', 'PRON'), ('be', 'VERB'), ('still', 'ADV'), ('alive', 'ADJ'), ('.', 'PUNCT')]","{'PRON': 7, 'AUX': 3, 'PART': 1, 'INTJ': 1, 'VERB': 3, 'PUNCT': 2, 'PROPN': 1, 'ADV': 2, 'SCONJ': 1, 'ADJ': 1}",not like know think noah just be still alive,INTJ VERB PRON VERB PROPN ADV ADJ,1.0,like know think Noah still alive,1,2,,0
2328,When is terroriser and michael reeves gonna happen?,0.0,0.0,0.0,0.0,0.0,0.0,When is terroriser and michael reeves going to happen?,"[('when', 'ADV'), ('be', 'AUX'), ('terroris', 'ADJ'), ('and', 'CCONJ'), ('michael', 'PROPN'), ('reeve', 'NOUN'), ('go', 'VERB'), ('to', 'PART'), ('happen', 'VERB'), ('?', 'PUNCT')]","{'ADV': 1, 'AUX': 1, 'ADJ': 1, 'CCONJ': 1, 'PROPN': 1, 'NOUN': 1, 'VERB': 2, 'PART': 1, 'PUNCT': 1}",when terroris michael reeve gon na happen,ADJ PROPN NOUN VERB VERB,1.0,terroris michael reeve go happen,0,1,terroris,1
2329,"guys please, dont tell who the imposter is",0.0,0.0,0.0,0.0,0.0,0.0,"guys please, do not tell who the imposter is","[('guy', 'NOUN'), ('please', 'INTJ'), (',', 'PUNCT'), ('do', 'AUX'), ('not', 'PART'), ('tell', 'VERB'), ('who', 'PRON'), ('the', 'DET'), ('imposter', 'NOUN'), ('be', 'AUX')]","{'NOUN': 2, 'INTJ': 1, 'PUNCT': 1, 'AUX': 2, 'PART': 1, 'VERB': 1, 'PRON': 1, 'DET': 1}",guy please nt tell imposter,NOUN INTJ VERB NOUN,1.0,guy please tell imposter,0,1,imposter,1
2330,"yall need to shut up, don't influence his decisions.",0.0,0.0,0.0,0.0,0.0,0.0,"you all need to shut up, do not influence his decisions.","[('you', 'PRON'), ('all', 'DET'), ('need', 'VERB'), ('to', 'PART'), ('shut', 'VERB'), ('up', 'ADP'), (',', 'PUNCT'), ('do', 'AUX'), ('not', 'PART'), ('influence', 'VERB'), ('his', 'PRON'), ('decision', 'NOUN'), ('.', 'PUNCT')]","{'PRON': 2, 'DET': 1, 'VERB': 3, 'PART': 2, 'ADP': 1, 'PUNCT': 2, 'AUX': 1, 'NOUN': 1}",need to shut not influence decision,VERB VERB VERB NOUN,1.0,need shut influence decision,0,2,,0
2331,It's obviously red,0.0,0.0,0.0,0.0,0.0,0.0,it is obviously red,"[('it', 'PRON'), ('be', 'AUX'), ('obviously', 'ADV'), ('red', 'ADJ')]","{'PRON': 1, 'AUX': 1, 'ADV': 1, 'ADJ': 1}",obviously red,ADV ADJ,1.0,obviously red,0,0,,0
2332,Stop ruining the game!,0.0,0.0,0.0,0.0,0.0,0.0,Stop ruining the game!,"[('stop', 'VERB'), ('ruin', 'VERB'), ('the', 'DET'), ('game', 'NOUN'), ('!', 'PUNCT')]","{'VERB': 2, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",stop ruin game,VERB VERB NOUN,1.0,stop ruin game,0,1,,0
2333,Just watch don't try to ruin the game jeeez,0.0,0.0,0.0,0.0,0.0,0.0,Just watch do not try to ruin the game jeeez,"[('just', 'ADV'), ('watch', 'VERB'), ('do', 'AUX'), ('not', 'PART'), ('try', 'VERB'), ('to', 'PART'), ('ruin', 'VERB'), ('the', 'DET'), ('game', 'NOUN'), ('jeeez', 'PROPN')]","{'ADV': 1, 'VERB': 3, 'AUX': 1, 'PART': 2, 'DET': 1, 'NOUN': 1, 'PROPN': 1}",just watch not try to ruin game jeeez,VERB VERB VERB NOUN PROPN,1.0,watch try ruin game jeeez,0,0,jeeez,1
2334,CHUMPS😂😂,0.0,0.0,0.0,0.0,0.0,0.0,CHUMPS😂😂,"[('CHUMPS', 'PROPN'), ('😂', 'EMOJI'), ('😂', 'EMOJI')]","{'PROPN': 1, 'EMOJI': 2}",chumps 😂 😂,PROPN EMOJI EMOJI,1.0,CHUMPS,1,0,chumps,1
2335,can we play together,0.0,0.0,0.0,0.0,0.0,0.0,can we play together,"[('can', 'AUX'), ('we', 'PRON'), ('play', 'VERB'), ('together', 'ADV')]","{'AUX': 1, 'PRON': 1, 'VERB': 1, 'ADV': 1}",play together,VERB ADV,1.0,play together,0,0,,0
2336,Was that a gavel 😆,0.0,0.0,0.0,0.0,0.0,0.0,Was that a gavel 😆,"[('be', 'AUX'), ('that', 'SCONJ'), ('a', 'DET'), ('gavel', 'NOUN'), ('😆', 'EMOJI')]","{'AUX': 1, 'SCONJ': 1, 'DET': 1, 'NOUN': 1, 'EMOJI': 1}",gavel 😆,NOUN EMOJI,1.0,gavel,0,0,gavel,1
2337,did someone ask him if hes gonna play Mario later? what did he say?,0.0,0.0,0.0,0.0,0.0,0.0,did someone ask him if hes going to play Mario later? what did he say?,"[('do', 'AUX'), ('someone', 'PRON'), ('ask', 'VERB'), ('he', 'PRON'), ('if', 'SCONJ'), ('he', 'PRON'), ('s', 'AUX'), ('go', 'VERB'), ('to', 'PART'), ('play', 'VERB'), ('Mario', 'PROPN'), ('later', 'ADV'), ('?', 'PUNCT'), ('what', 'PRON'), ('do', 'AUX'), ('he', 'PRON'), ('say', 'VERB'), ('?', 'PUNCT')]","{'AUX': 3, 'PRON': 5, 'VERB': 4, 'SCONJ': 1, 'PART': 1, 'PROPN': 1, 'ADV': 1, 'PUNCT': 2}",ask gon na play mario later say,PRON VERB VERB VERB PROPN ADV VERB,1.0,someone ask go play Mario later say,0,2,,0
2338,Lollll,0.0,0.0,0.0,0.0,0.0,0.0,Lollll,"[('Lollll', 'PROPN')]",{'PROPN': 1},lollll,PROPN,1.0,Lollll,0,0,lollll,1
2339,tell h20dilirous that I said hi please,0.0,0.0,0.0,0.0,0.0,0.0,tell h20dilirous that I said hi please,"[('tell', 'VERB'), ('h20dilirous', 'ADJ'), ('that', 'SCONJ'), ('I', 'PRON'), ('say', 'VERB'), ('hi', 'INTJ'), ('please', 'INTJ')]","{'VERB': 2, 'ADJ': 1, 'SCONJ': 1, 'PRON': 1, 'INTJ': 2}",tell h20dilirous say hi please,VERB ADJ PRON VERB INTJ INTJ,1.0,tell h20dilirous say hi please,1,0,h20dilirous,1
2340,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",0.0,0.0,0.0,0.0,0.0,0.0,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip","[('use', 'VERB'), ('Streamlabs', 'PROPN'), ('to', 'PART'), ('give', 'VERB'), ('100', 'NUM'), ('%', 'NOUN'), ('of', 'ADP'), ('your', 'PRON'), ('donation', 'NOUN'), ('to', 'ADP'), ('Terroriser', 'PROPN'), ('!', 'PUNCT'), ('superchat', 'NOUN'), ('take', 'VERB'), ('out', 'ADP'), ('a', 'DET'), ('portion', 'NOUN'), (',', 'PUNCT'), ('use', 'VERB'), ('this', 'DET'), ('link', 'NOUN'), ('instead', 'ADV'), ('--', 'PUNCT'), ('>', 'PUNCT'), ('https://streamlabs.com/terroriser/tip', 'PROPN')]","{'VERB': 4, 'PROPN': 3, 'PART': 1, 'NUM': 1, 'NOUN': 5, 'ADP': 3, 'PRON': 1, 'PUNCT': 4, 'DET': 2, 'ADV': 1}",use streamlabs to give 100 donation terroriser superchat take portion use link instead -- https://streamlabs.com/terroriser/tip,VERB PROPN VERB NUM NOUN NOUN PROPN NOUN VERB NOUN VERB NOUN ADV PROPN,1.0,use Streamlabs give 100 donation Terroriser superchat take portion use link instead -- https://streamlabs.com/terroriser/tip,0,12,streamlabs terroriser superchat https://streamlabs.com/terroriser/tip,4
2341,yesss Judge time!!!,0.0,0.0,0.0,0.0,0.0,0.0,yesss Judge time!!!,"[('yesss', 'NOUN'), ('Judge', 'PROPN'), ('time', 'NOUN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'NOUN': 2, 'PROPN': 1, 'PUNCT': 3}",yes judge time,NOUN PROPN NOUN,1.0,yes Judge time,0,3,,0
2342,Nogla is safe,0.0,0.0,0.0,0.0,0.0,0.0,Nogla is safe,"[('Nogla', 'PROPN'), ('be', 'AUX'), ('safe', 'ADJ')]","{'PROPN': 1, 'AUX': 1, 'ADJ': 1}",nogla safe,PROPN ADJ,1.0,Nogla safe,0,0,nogla,1
2343,Brian isn't even looking at the chat you idiots 😂,0.0,0.0,0.0,0.0,0.0,0.0,Brian is not even looking at the chat you idiots 😂,"[('Brian', 'PROPN'), ('be', 'AUX'), ('not', 'PART'), ('even', 'ADV'), ('look', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('chat', 'NOUN'), ('you', 'PRON'), ('idiot', 'NOUN'), ('😂', 'EMOJI')]","{'PROPN': 1, 'AUX': 1, 'PART': 1, 'ADV': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 2, 'PRON': 1, 'EMOJI': 1}",brian not even look chat idiot 😂,PROPN ADV VERB NOUN NOUN EMOJI,1.0,Brian even look chat idiot,0,0,,0
2344,I think he's ignoring chat because of snitches,0.0,0.0,0.0,0.0,0.0,0.0,I think he is ignoring chat because of snitches,"[('I', 'PRON'), ('think', 'VERB'), ('he', 'PRON'), ('be', 'AUX'), ('ignore', 'VERB'), ('chat', 'NOUN'), ('because', 'SCONJ'), ('of', 'ADP'), ('snitch', 'NOUN')]","{'PRON': 2, 'VERB': 2, 'AUX': 1, 'NOUN': 2, 'SCONJ': 1, 'ADP': 1}",think ignore chat snitch,PRON VERB VERB NOUN NOUN,1.0,think ignore chat snitch,1,0,snitch,1
2345,Nogla looks bad,0.0,0.0,0.0,0.0,0.0,0.0,Nogla looks bad,"[('Nogla', 'PROPN'), ('look', 'VERB'), ('bad', 'ADJ')]","{'PROPN': 1, 'VERB': 1, 'ADJ': 1}",nogla look bad,PROPN VERB ADJ,1.0,Nogla look bad,0,0,nogla,1
2346,eat egg,0.0,0.0,0.0,0.0,0.0,0.0,eat egg,"[('eat', 'VERB'), ('egg', 'NOUN')]","{'VERB': 1, 'NOUN': 1}",eat egg,VERB NOUN,1.0,eat egg,0,0,,0
2347,Please go back to members only,0.0,0.0,0.0,0.0,0.0,0.0,Please go back to members only,"[('please', 'INTJ'), ('go', 'VERB'), ('back', 'ADV'), ('to', 'ADP'), ('member', 'NOUN'), ('only', 'ADV')]","{'INTJ': 1, 'VERB': 1, 'ADV': 2, 'ADP': 1, 'NOUN': 1}",please go back member only,INTJ VERB ADV NOUN,1.0,please go back member,0,0,,0
2348,What upppp,0.0,0.0,0.0,0.0,0.0,0.0,What upppp,"[('what', 'PRON'), ('upppp', 'VERB')]","{'PRON': 1, 'VERB': 1}",upppp,VERB,1.0,upppp,0,0,upppp,1
2349,"yes, its obvious",0.0,0.0,0.0,0.0,0.0,0.0,"yes, its obvious","[('yes', 'INTJ'), (',', 'PUNCT'), ('its', 'PRON'), ('obvious', 'ADJ')]","{'INTJ': 1, 'PUNCT': 1, 'PRON': 1, 'ADJ': 1}",yes obvious,INTJ ADJ,1.0,yes obvious,0,1,,0
2350,Obviously it’s cartoonz,0.0,0.0,0.0,0.0,0.0,0.0,Obviously it is cartoonz,"[('obviously', 'ADV'), ('it', 'PRON'), ('be', 'AUX'), ('cartoonz', 'NOUN')]","{'ADV': 1, 'PRON': 1, 'AUX': 1, 'NOUN': 1}",obviously ’s cartoonz,ADV NOUN,1.0,obviously cartoonz,0,0,cartoonz,1
2351,lol,0.0,0.0,0.0,0.0,0.0,0.0,lol,"[('lol', 'VERB')]",{'VERB': 1},lol,VERB,1.0,lol,0,0,,0
2352,People are ruining the game,0.0,0.0,0.0,0.0,0.0,0.0,People are ruining the game,"[('People', 'NOUN'), ('be', 'AUX'), ('ruin', 'VERB'), ('the', 'DET'), ('game', 'NOUN')]","{'NOUN': 2, 'AUX': 1, 'VERB': 1, 'DET': 1}",people ruin game,NOUN VERB NOUN,1.0,People ruin game,0,0,,0
2353,idk who is sus,0.0,0.0,0.0,0.0,0.0,0.0,idk who is sus,"[('idk', 'NOUN'), ('who', 'PRON'), ('be', 'VERB'), ('sus', 'NOUN')]","{'NOUN': 2, 'PRON': 1, 'VERB': 1}",idk be sus,NOUN NOUN,1.0,idk sus,0,0,idk,1
2354,Nogla being real quiet after a few rounds of accusing literally everyone.,0.0,0.0,0.0,0.0,0.0,0.0,Nogla being real quiet after a few rounds of accusing literally everyone.,"[('Nogla', 'PROPN'), ('be', 'VERB'), ('real', 'ADV'), ('quiet', 'ADJ'), ('after', 'ADP'), ('a', 'DET'), ('few', 'ADJ'), ('round', 'NOUN'), ('of', 'ADP'), ('accuse', 'VERB'), ('literally', 'ADV'), ('everyone', 'PRON'), ('.', 'PUNCT')]","{'PROPN': 1, 'VERB': 2, 'ADV': 2, 'ADJ': 2, 'ADP': 2, 'DET': 1, 'NOUN': 1, 'PRON': 1, 'PUNCT': 1}",nogla be real quiet few round accuse literally,PROPN ADV ADJ NOUN VERB ADV PRON,1.0,Nogla real quiet round accuse literally everyone,0,1,nogla,1
2355,@Arch Priest of the Church of Tea They are aware that we can streamsnipe so they all agreed to close chat if they are crewmates. Only imposters are only allowed to have chat open,0.0,0.0,0.0,0.0,0.0,0.0,@Arch Priest of the Church of Tea They are aware that we can streamsnipe so they all agreed to close chat if they are crewmates. Only imposters are only allowed to have chat open,"[('@Arch', 'PROPN'), ('Priest', 'PROPN'), ('of', 'ADP'), ('the', 'DET'), ('Church', 'PROPN'), ('of', 'ADP'), ('Tea', 'PROPN'), ('they', 'PRON'), ('be', 'AUX'), ('aware', 'ADJ'), ('that', 'SCONJ'), ('we', 'PRON'), ('can', 'AUX'), ('streamsnipe', 'VERB'), ('so', 'SCONJ'), ('they', 'PRON'), ('all', 'DET'), ('agree', 'VERB'), ('to', 'PART'), ('close', 'VERB'), ('chat', 'NOUN'), ('if', 'SCONJ'), ('they', 'PRON'), ('be', 'VERB'), ('crewmate', 'NOUN'), ('.', 'PUNCT'), ('only', 'ADV'), ('imposter', 'NOUN'), ('be', 'AUX'), ('only', 'ADV'), ('allow', 'VERB'), ('to', 'PART'), ('have', 'AUX'), ('chat', 'VERB'), ('open', 'ADJ')]","{'PROPN': 4, 'ADP': 2, 'DET': 2, 'PRON': 4, 'AUX': 4, 'ADJ': 2, 'SCONJ': 3, 'VERB': 6, 'PART': 2, 'NOUN': 3, 'PUNCT': 1, 'ADV': 2}",@arch priest church tea aware streamsnipe agree to close chat be crewmate only imposter only allow to chat open,PROPN PROPN PROPN PROPN ADJ VERB VERB VERB NOUN NOUN NOUN VERB VERB ADJ,1.0,@Arch Priest Church Tea aware streamsnipe agree close chat crewmate imposter allow chat open,0,2,@arch streamsnipe crewmate imposter,4
2356,Its Nogla caus he is Nogla,0.0,0.0,0.0,0.0,0.0,0.0,Its Nogla caus he is Nogla,"[('its', 'PRON'), ('Nogla', 'PROPN'), ('caus', 'NOUN'), ('he', 'PRON'), ('be', 'AUX'), ('Nogla', 'PROPN')]","{'PRON': 2, 'PROPN': 2, 'NOUN': 1, 'AUX': 1}",nogla caus nogla,PROPN NOUN PROPN,1.0,Nogla caus Nogla,0,0,nogla caus nogla,3
2357,It doesn’t need to go back to members only.,0.0,0.0,0.0,0.0,0.0,0.0,It does not need to go back to members only.,"[('it', 'PRON'), ('do', 'AUX'), ('not', 'PART'), ('need', 'VERB'), ('to', 'PART'), ('go', 'VERB'), ('back', 'ADV'), ('to', 'ADP'), ('member', 'NOUN'), ('only', 'ADV'), ('.', 'PUNCT')]","{'PRON': 1, 'AUX': 1, 'PART': 2, 'VERB': 2, 'ADV': 2, 'ADP': 1, 'NOUN': 1, 'PUNCT': 1}",n’t need to go back member only,VERB VERB ADV NOUN,1.0,need go back member,0,1,,0
2358,I think your Great,0.0,0.0,0.0,0.0,0.0,0.0,I think your Great,"[('I', 'PRON'), ('think', 'VERB'), ('your', 'PRON'), ('great', 'ADJ')]","{'PRON': 2, 'VERB': 1, 'ADJ': 1}",think great,PRON VERB ADJ,1.0,think great,1,0,,0
